speaker_id,age,gender,ethnicity
2862,31,F,CHINESE
2861,32,F,CHINESE
2857,22,M,CHINESE
2828,20,F,CHINESE
2858,20,F,CHINESE
3162,22,F,INDIAN
2954,21,F,CHINESE
2957,18,F,CHINESE
2939,19,F,CHINESE
2945,20,F,CHINESE
2968,20,F,CHINESE
2964,31,M,CHINESE
2959,31,M,CHINESE
2965,31,M,CHINESE
2947,22,F,CHINESE
2941,31,F,CHINESE
2960,22,F,CHINESE
2969,31,M,CHINESE
2974,59,F,CHINESE
2971,23,F,CHINESE
2942,21,F,CHINESE
2961,20,F,CHINESE
2966,23,M,CHINESE
2948,23,M,CHINESE
2972,20,M,CHINESE
2962,20,M,CHINESE
2980,20,M,CHINESE
2967,19,F,INDIAN
2975,19,F,CHINESE
2987,20,F,CHINESE
2973,20,F,CHINESE
2976,20,F,CHINESE
2963,20,F,CHINESE
2981,20,F,CHINESE
2985,31,M,CHINESE
2992,31,M,CHINESE
2988,53,F,MALAY
2982,52,F,CHINESE
2977,50,F,CHINESE
2989,22,M,CHINESE
2990,33,M,MALAY
2979,31,F,MALAY
2984,21,F,CHINESE
2993,23,M,CHINESE
3009,32,F,INDIAN
3004,21,F,MALAY
2986,31,M,MALAY
3010,31,M,MALAY
2996,46,F,CHINESE
3005,52,F,CHINESE
2991,23,F,INDIAN
3011,53,F,INDIAN
3006,40,M,MALAY
3012,31,F,MALAY
3013,31,M,MALAY
2998,40,M,MALAY
3001,36,M,MALAY
3015,34,M,MALAY
2997,31,F,MALAY
2995,31,F,MALAY
3014,34,F,MALAY
2999,31,F,MALAY
3002,31,F,MALAY
3023,42,M,MALAY
3016,35,F,INDIAN
3017,51,M,MALAY
2877,46,F,CHINESE
2878,43,M,CHINESE
2879,18,F,INDIAN
3018,32,F,MALAY
3000,46,F,MALAY
3025,48,F,INDIAN
3020,31,M,MALAY
3008,54,F,CHINESE
3003,54,F,CHINESE
3019,54,F,INDIAN
3021,31,M,INDIAN
3026,51,M,MALAY
3041,31,F,INDIAN
3042,31,F,INDIAN
3033,31,F,CHINESE
3028,36,F,MALAY
3034,31,M,MALAY
3027,37,F,MALAY
3043,38,M,MALAY
3045,32,M,MALAY
3035,46,F,MALAY
3044,38,F,INDIAN
3029,31,M,INDIAN
3022,33,F,CHINESE
3030,44,M,INDIAN
3081,68,M,CHINESE
3031,31,F,MALAY
3052,41,F,MALAY
3051,31,F,INDIAN
3062,43,M,INDIAN
3056,31,F,INDIAN
3057,53,F,MALAY
3046,52,F,MALAY
3048,40,M,MALAY
3047,35,F,INDIAN
3053,31,F,INDIAN
3063,34,M,INDIAN
3032,31,M,MALAY
3065,60,M,CHINESE
3049,48,F,MALAY
3060,58,M,MALAY
3055,37,F,INDIAN
3070,33,M,INDIAN
3076,37,F,MALAY
3068,31,M,INDIAN
3061,49,M,MALAY
3071,38,M,INDIAN
3083,49,F,MALAY
3069,50,M,MALAY
3077,31,M,MALAY
3067,22,F,MALAY
3082,36,F,INDIAN
3093,56,M,CHINESE
3072,36,F,INDIAN
3078,54,F,INDIAN
3088,37,M,MALAY
3084,36,F,MALAY
3094,31,F,MALAY
3086,39,M,MALAY
3080,46,M,MALAY
3074,22,M,MALAY
3079,23,M,MALAY
3089,55,M,CHINESE
3085,65,M,CHINESE
3073,58,M,CHINESE
3099,46,F,INDIAN
3087,51,M,CHINESE
3075,22,M,CHINESE
3090,57,M,CHINESE
3095,31,F,INDIAN
3104,34,F,MALAY
3091,31,M,INDIAN
3100,40,M,CHINESE
3105,39,M,INDIAN
3109,34,M,INDIAN
3096,37,F,INDIAN
3092,31,M,CHINESE
3101,22,M,CHINESE
3106,21,M,CHINESE
3114,36,M,INDIAN
3097,31,M,MALAY
3103,49,M,CHINESE
3107,48,F,CHINESE
3110,33,M,INDIAN
3124,21,M,INDIAN
3108,23,M,INDIAN
3111,31,F,INDIAN
3115,23,M,INDIAN
3098,31,M,INDIAN
3130,23,F,INDIAN
3116,21,M,INDIAN
3125,24,M,INDIAN
3112,22,F,INDIAN
3136,60,F,INDIAN
3117,18,M,CHINESE
3113,19,M,CHINESE
3126,31,M,INDIAN
3118,46,M,CHINESE
3155,31,F,INDIAN
3127,46,M,INDIAN
3144,47,M,CHINESE
3131,31,F,INDIAN
3128,49,M,INDIAN
3141,57,M,INDIAN
3129,52,F,INDIAN
3132,31,M,INDIAN
3145,57,M,CHINESE
3137,31,F,INDIAN
3138,47,F,INDIAN
3146,31,M,INDIAN
3150,61,F,INDIAN
3142,56,M,INDIAN
3143,32,M,INDIAN
3139,56,M,CHINESE
3147,63,M,INDIAN
3134,68,M,INDIAN
3151,66,F,INDIAN
3153,35,M,CHINESE
3140,22,M,INDIAN
3154,22,M,INDIAN
3148,31,F,INDIAN
3157,46,M,CHINESE
3158,52,M,CHINESE
3135,20,F,INDIAN
3152,40,M,CHINESE
2831,21,F,CHINESE
3156,31,M,INDIAN
3163,31,F,INDIAN
2603,31,M,MALAY
2605,31,M,MALAY
2607,30,M,MALAY
2614,46,M,MALAY
2615,39,M,MALAY
2616,31,M,MALAY
3191,32,F,INDIAN
2613,35,F,INDIAN
2612,46,M,CHINESE
2622,46,F,CHINESE
2621,39,F,CHINESE
2623,44,F,CHINESE
2630,43,M,CHINESE
2636,40,M,CHINESE
2643,39,F,CHINESE
2649,46,M,CHINESE
2218,59,F,CHINESE
2022,22,M,CHINESE
2040,24,F,CHINESE
2035,19,M,CHINESE
2179,36,M,CHINESE
2034,50,F,CHINESE
2095,20,F,CHINESE
2094,21,F,CHINESE
2228,35,M,MALAY
2029,32,M,CHINESE
2230,20,F,CHINESE
2102,60,M,CHINESE
2202,23,F,CHINESE
2257,53,F,CHINESE
2046,60,F,CHINESE
2184,20,F,CHINESE
2092,35,F,CHINESE
2048,60,M,CHINESE
2183,20,F,CHINESE
2109,52,M,MALAY
2251,48,F,INDIAN
2047,60,M,CHINESE
2075,18,M,INDIAN
2041,30,F,CHINESE
2357,34,M,CHINESE
2042,34,M,CHINESE
2133,41,M,MALAY
2060,20,M,CHINESE
2072,20,F,CHINESE
2189,22,M,MALAY
2036,18,F,CHINESE
2300,19,F,CHINESE
2130,40,F,MALAY
2058,24,M,CHINESE
2044,49,M,MALAY
2057,28,M,INDIAN
2056,21,F,INDIAN
2055,30,M,INDIAN
2081,54,F,CHINESE
2204,31,F,CHINESE
2076,54,F,CHINESE
2137,20,F,INDIAN
2135,20,F,INDIAN
2146,18,F,CHINESE
2142,38,M,MALAY
2140,24,M,CHINESE
2151,22,F,CHINESE
2200,47,M,CHINESE
2152,40,F,CHINESE
2208,21,M,INDIAN
2254,18,F,CHINESE
2253,60,M,CHINESE
2252,19,F,CHINESE
2239,22,F,CHINESE
2241,32,M,CHINESE
2240,32,F,CHINESE
2319,18,F,CHINESE
2315,22,M,CHINESE
2246,22,F,MALAY
