speaker_id,age,gender,ethnicity
4001,25,F,CHINESE
4002,26,F,MALAY
6001,32,M,CHINESE
6002,27,M,CHINESE
4003,26,F,MALAY
4004,40,M,CHINESE
6003,27,F,INDIAN
6004,25,F,MALAY
6005,46,M,CHINESE
6006,36,F,CHINESE
4006,21,F,CHINESE
4005,23,M,CHINESE
4007,19,F,CHINESE
4008,19,F,MALAY
6007,21,F,CHINESE
6008,20,F,CHINESE
4009,19,F,CHINESE
4010,19,F,INDIAN
6009,20,F,CHINESE
6010,20,F,CHINESE
4011,40,M,CHINESE
4012,37,M,CHINESE
6011,19,F,CHINESE
6012,19,F,CHINESE
6013,19,F,CHINESE
6014,20,M,CHINESE
6017,19,F,CHINESE
6018,22,M,CHINESE
6019,30,M,CHINESE
6020,27,F,CHINESE
4013,27,M,CHINESE
4014,26,M,CHINESE
4015,21,M,CHINESE
4016,21,M,CHINESE
4017,20,F,CHINESE
4018,20,F,CHINESE
4019,19,F,CHINESE
4020,20,F,CHINESE
4021,20,F,CHINESE
4022,20,F,CHINESE
4023,20,F,CHINESE
4024,20,F,CHINESE
4025,20,F,CHINESE
4026,20,F,CHINESE
4029,26,F,CHINESE
4030,26,M,CHINESE
6015,19,F,CHINESE
6016,19,F,CHINESE
6021,20,F,CHINESE
6022,20,F,CHINESE
6023,30,M,CHINESE
6024,37,M,CHINESE
4031,36,F,CHINESE
4032,38,F,CHINESE
4033,22,M,MALAY
4034,23,M,CHINESE
4035,26,M,INDIAN
4036,25,M,CHINESE
4038,20,M,CHINESE
4037,19,F,CHINESE
4039,33,F,CHINESE
4040,30,F,CHINESE
4041,33,F,CHINESE
4042,19,F,CHINESE
4043,20,F,CHINESE
4044,20,M,CHINESE
4045,39,F,CHINESE
4046,39,F,CHINESE
4047,20,F,CHINESE
4048,22,F,CHINESE
4049,19,F,CHINESE
4050,20,F,CHINESE
4051,21,F,CHINESE
4052,21,F,CHINESE
4053,22,F,CHINESE
4054,23,M,CHINESE
4055,24,M,CHINESE
4056,24,M,CHINESE
4057,34,M,INDIAN
4058,30,F,CHINESE
6025,19,F,MALAY
6026,20,F,CHINESE
6027,20,F,CHINESE
6028,19,F,INDIAN
6029,21,M,CHINESE
6030,19,F,CHINESE
6031,20,F,CHINESE
6032,21,F,CHINESE
6033,22,M,CHINESE
6034,22,M,CHINESE
6035,18,F,CHINESE
6036,18,F,CHINESE
4059,21,M,CHINESE
4060,20,F,CHINESE
4061,22,F,CHINESE
4062,22,M,CHINESE
6037,22,F,CHINESE
6038,23,M,CHINESE
6039,20,F,CHINESE
6040,21,F,CHINESE
6043,31,M,CHINESE
6044,29,M,CHINESE
6045,19,M,CHINESE
6046,20,M,CHINESE
6047,31,F,CHINESE
6048,31,M,CHINESE
6049,47,F,CHINESE
6050,53,F,CHINESE
6051,24,F,INDIAN
6052,26,F,INDIAN
4081,21,M,CHINESE
4082,21,M,CHINESE
6053,22,F,CHINESE
6054,23,F,CHINESE
6055,21,F,CHINESE
6056,20,F,CHINESE
6057,19,F,CHINESE
6058,19,F,CHINESE
4065,20,F,MALAY
4066,19,F,CHINESE
4067,22,M,CHINESE
4068,22,M,CHINESE
4069,20,F,CHINESE
4070,20,F,CHINESE
4071,23,M,CHINESE
4072,22,M,CHINESE
4075,22,F,CHINESE
4076,28,M,CHINESE
4077,20,F,CHINESE
4078,19,F,CHINESE
4079,20,F,CHINESE
4080,20,F,CHINESE
4083,19,F,CHINESE
4084,19,M,CHINESE
4085,18,M,CHINESE
4086,20,M,CHINESE
4087,28,F,MALAY
4088,31,M,MALAY
4101,22,M,CHINESE
4102,24,F,CHINESE
4089,20,F,CHINESE
4090,20,F,CHINESE
4092,22,M,MALAY
4091,20,F,CHINESE
4093,40,F,CHINESE
4094,40,M,CHINESE
4095,20,M,CHINESE
4096,20,M,CHINESE
4097,20,M,CHINESE
4098,21,M,CHINESE
4099,37,M,CHINESE
4100,39,M,CHINESE
4103,20,F,CHINESE
4104,22,M,CHINESE
4105,18,F,CHINESE
4107,19,F,CHINESE
4108,19,F,CHINESE
4109,20,M,CHINESE
4110,19,M,CHINESE
4111,41,F,CHINESE
4112,34,M,CHINESE
4113,39,F,CHINESE
4114,39,F,CHINESE
4116,22,M,CHINESE
4115,21,F,CHINESE
4117,21,M,INDIAN
4118,23,M,INDIAN
4119,47,M,CHINESE
4120,47,M,CHINESE
4121,28,M,CHINESE
4122,23,F,CHINESE
4125,40,F,CHINESE
4126,44,F,CHINESE
4129,38,F,CHINESE
4130,29,M,CHINESE
4131,19,F,CHINESE
4132,22,M,CHINESE
6059,23,F,CHINESE
6060,24,M,CHINESE
6061,21,F,INDIAN
6062,20,F,INDIAN
6063,24,M,INDIAN
6064,23,M,INDIAN
6065,24,F,CHINESE
6066,23,F,CHINESE
4073,28,F,CHINESE
4074,27,M,INDIAN
4123,23,M,CHINESE
4124,23,M,CHINESE
4127,32,M,CHINESE
4128,30,M,CHINESE
4133,31,F,CHINESE
4134,29,F,CHINESE
4135,27,F,CHINESE
4136,29,F,CHINESE
4137,35,M,CHINESE
4138,27,M,CHINESE
4139,22,M,CHINESE
4140,22,M,CHINESE
4141,34,F,CHINESE
4142,34,F,CHINESE
4143,55,F,CHINESE
4144,46,F,MALAY
4145,27,M,CHINESE
4146,25,F,CHINESE
6067,42,F,CHINESE
6068,34,F,CHINESE
6069,21,F,INDIAN
6070,22,F,INDIAN
6071,38,F,CHINESE
6072,31,M,CHINESE
6073,20,M,CHINESE
6074,20,F,CHINESE
6075,19,F,CHINESE
6076,18,F,CHINESE
4147,51,M,INDIAN
4148,53,M,INDIAN
4149,18,F,CHINESE
4150,18,F,CHINESE
4151,25,M,CHINESE
4152,24,M,CHINESE
4153,25,F,MALAY
4154,25,M,CHINESE
4155,37,F,CHINESE
4156,38,F,CHINESE
4157,31,F,CHINESE
4158,32,F,CHINESE
4159,24,F,CHINESE
4160,25,M,CHINESE
6077,43,M,CHINESE
6078,36,F,CHINESE
6079,27,M,CHINESE
6080,23,M,CHINESE
6081,19,F,CHINESE
6082,20,F,CHINESE
6083,21,F,CHINESE
6084,20,F,CHINESE
6085,39,F,CHINESE
6086,36,F,INDIAN
6087,27,F,CHINESE
6088,27,M,CHINESE
6089,19,F,CHINESE
6090,19,F,CHINESE
4161,22,F,MALAY
4162,23,M,CHINESE
4163,20,M,CHINESE
4164,19,M,CHINESE
4165,31,F,CHINESE
4166,31,F,CHINESE
4167,46,F,CHINESE
4168,51,F,CHINESE
4169,24,F,MALAY
4170,23,M,MALAY
4171,22,F,MALAY
4172,21,F,MALAY
4173,25,F,CHINESE
4174,26,F,CHINESE
4175,22,F,CHINESE
4176,24,M,CHINESE
4177,35,F,CHINESE
4178,39,F,CHINESE
4179,26,M,CHINESE
4180,24,F,CHINESE
4181,19,F,INDIAN
4182,19,F,INDIAN
4183,22,F,MALAY
4184,21,F,MALAY
4185,63,F,CHINESE
4186,55,F,CHINESE
4187,28,M,CHINESE
4188,29,M,CHINESE
4197,22,M,INDIAN
4198,23,M,CHINESE
6093,35,M,MALAY
6094,35,M,MALAY
6095,50,M,CHINESE
6096,41,M,MALAY
6097,23,F,CHINESE
6098,23,F,CHINESE
4189,20,F,CHINESE
4190,20,F,CHINESE
4191,25,M,CHINESE
4192,26,M,CHINESE
4193,35,F,CHINESE
4194,38,F,CHINESE
4195,30,M,CHINESE
4196,30,M,CHINESE
4199,31,F,MALAY
4200,20,M,MALAY
6099,23,M,INDIAN
6100,23,M,INDIAN
4201,22,M,CHINESE
4202,22,M,CHINESE
4203,19,F,INDIAN
4204,19,F,INDIAN
4205,24,M,CHINESE
4206,21,F,CHINESE
4207,54,F,CHINESE
4208,49,F,CHINESE
4209,21,F,INDIAN
4210,24,F,INDIAN
6101,31,F,MALAY
6102,34,M,MALAY
6104,31,M,CHINESE
6103,31,F,CHINESE
6105,62,M,CHINESE
6107,20,M,CHINESE
6197,19,M,CHINESE
6109,26,M,CHINESE
6110,22,F,CHINESE
6113,38,F,CHINESE
6114,38,F,CHINESE
6106,29,F,CHINESE
4211,38,F,CHINESE
4212,41,F,CHINESE
4213,23,M,CHINESE
4214,23,M,CHINESE
4215,28,M,CHINESE
4216,28,M,CHINESE
4217,34,M,CHINESE
4218,39,M,CHINESE
4219,34,F,CHINESE
4220,36,M,CHINESE
4221,34,F,CHINESE
4222,39,F,CHINESE
4223,21,M,CHINESE
4224,21,F,CHINESE
4225,27,M,CHINESE
4226,25,F,MALAY
4227,31,M,CHINESE
4228,26,F,CHINESE
4229,65,F,CHINESE
4230,62,M,CHINESE
4231,24,F,CHINESE
4232,23,F,CHINESE
4233,25,M,CHINESE
4234,23,F,CHINESE
4235,25,F,CHINESE
4236,25,F,CHINESE
4237,24,F,CHINESE
4238,25,M,CHINESE
4239,19,F,CHINESE
4240,18,F,CHINESE
4241,24,F,CHINESE
4242,24,M,CHINESE
6117,37,M,INDIAN
6118,33,M,INDIAN
6119,31,F,CHINESE
6120,35,M,CHINESE
4489,34,M,CHINESE
4490,35,M,MALAY
4491,45,F,CHINESE
4492,43,F,CHINESE
4493,31,F,CHINESE
4494,33,F,CHINESE
4495,32,F,INDIAN
4496,38,M,CHINESE
4497,23,F,CHINESE
4498,28,M,CHINESE
4499,30,F,MALAY
4500,31,F,MALAY
4501,26,F,CHINESE
4502,27,F,CHINESE
4503,60,F,CHINESE
4504,65,F,CHINESE
4505,24,M,CHINESE
4506,22,M,CHINESE
4507,31,F,CHINESE
4508,32,F,CHINESE
4509,51,F,CHINESE
4510,51,F,CHINESE
4511,31,F,CHINESE
4512,25,F,CHINESE
4515,37,F,CHINESE
4516,37,M,CHINESE
4517,45,M,INDIAN
4518,47,M,INDIAN
4519,22,F,CHINESE
4520,22,F,CHINESE
4521,25,M,CHINESE
4522,26,M,CHINESE
4523,50,F,CHINESE
4524,47,F,CHINESE
4525,20,M,CHINESE
4526,20,M,MALAY
6283,22,F,CHINESE
6284,24,M,CHINESE
6285,22,F,CHINESE
6286,22,M,CHINESE
6287,31,M,INDIAN
6288,31,M,MALAY
6289,29,M,CHINESE
6290,29,M,CHINESE
6291,31,F,CHINESE
6292,31,M,CHINESE
6293,25,F,CHINESE
6294,27,M,CHINESE
4527,29,M,CHINESE
4528,29,M,CHINESE
4529,31,F,CHINESE
4530,29,F,CHINESE
4531,25,M,CHINESE
4532,26,M,CHINESE
4533,23,M,CHINESE
4534,22,M,CHINESE
4535,40,F,CHINESE
4536,46,F,CHINESE
4537,31,F,CHINESE
4538,32,F,CHINESE
4539,34,M,CHINESE
4540,34,M,CHINESE
4541,23,M,CHINESE
4542,21,M,CHINESE
4543,25,F,MALAY
4544,26,M,CHINESE
5503,36,F,CHINESE
5504,37,F,CHINESE
6295,21,F,MALAY
6296,22,F,INDIAN
6297,23,M,CHINESE
6298,23,M,CHINESE
6299,33,M,CHINESE
6300,29,F,CHINESE
4243,45,F,CHINESE
4244,40,F,CHINESE
4245,22,M,CHINESE
4246,23,M,CHINESE
4247,49,F,CHINESE
4248,44,F,CHINESE
4249,40,F,CHINESE
4250,37,F,CHINESE
4251,34,F,CHINESE
4252,33,M,CHINESE
4253,29,M,CHINESE
4254,31,F,CHINESE
4255,38,M,CHINESE
4256,38,M,CHINESE
4257,36,F,CHINESE
4258,39,M,INDIAN
4259,37,M,CHINESE
4260,28,F,CHINESE
4261,24,M,MALAY
4262,24,M,INDIAN
4263,25,M,CHINESE
4264,25,M,CHINESE
4265,29,M,CHINESE
4266,28,M,CHINESE
6121,24,M,CHINESE
6122,23,M,CHINESE
6123,44,M,CHINESE
6124,39,M,CHINESE
6127,48,F,CHINESE
6128,22,F,CHINESE
6129,27,M,CHINESE
6130,27,M,CHINESE
6131,30,M,CHINESE
6132,31,F,CHINESE
4267,36,M,CHINESE
4268,46,M,CHINESE
4269,56,F,CHINESE
4270,48,M,CHINESE
4271,36,F,CHINESE
4272,31,F,CHINESE
4273,23,M,CHINESE
4274,24,M,CHINESE
4275,47,M,CHINESE
4276,35,F,CHINESE
4277,22,M,CHINESE
4278,23,M,CHINESE
4279,21,M,CHINESE
4280,21,M,CHINESE
4281,42,F,CHINESE
4282,64,F,CHINESE
4283,22,F,CHINESE
4284,21,M,CHINESE
4285,31,M,CHINESE
4286,31,M,CHINESE
4287,26,M,CHINESE
4288,23,M,CHINESE
4289,31,F,CHINESE
4290,32,F,CHINESE
4321,60,F,CHINESE
4322,58,F,CHINESE
6135,47,M,CHINESE
6136,47,F,CHINESE
6137,31,M,CHINESE
6138,31,M,CHINESE
7139,20,M,CHINESE
7140,37,M,CHINESE
4291,19,F,INDIAN
4292,19,F,MALAY
4293,21,F,CHINESE
4294,22,M,CHINESE
4295,24,F,CHINESE
4296,24,F,CHINESE
4297,26,M,CHINESE
4298,25,M,CHINESE
4299,36,F,CHINESE
4300,32,M,CHINESE
6141,29,M,CHINESE
6142,29,M,CHINESE
4303,31,M,CHINESE
4304,31,M,CHINESE
4305,27,M,CHINESE
4306,27,F,CHINESE
4307,26,M,CHINESE
4308,23,F,CHINESE
4309,42,F,CHINESE
4310,41,F,CHINESE
6133,23,F,CHINESE
6134,23,M,CHINESE
6143,24,M,CHINESE
6144,24,M,CHINESE
6145,23,M,CHINESE
6146,23,M,CHINESE
6147,45,F,CHINESE
6148,47,F,CHINESE
6149,18,F,MALAY
6150,19,M,CHINESE
6151,33,M,CHINESE
6152,34,M,CHINESE
6169,27,M,CHINESE
6170,31,M,CHINESE
4311,31,M,CHINESE
4312,34,M,MALAY
4313,25,F,CHINESE
4314,40,F,CHINESE
4315,21,M,CHINESE
4316,21,M,CHINESE
4317,22,F,CHINESE
4318,23,F,CHINESE
4319,23,M,CHINESE
4320,23,F,CHINESE
4323,34,F,CHINESE
4324,42,F,CHINESE
4325,29,F,INDIAN
4326,28,F,INDIAN
4327,42,F,CHINESE
4328,37,F,CHINESE
4329,27,M,CHINESE
4330,26,M,CHINESE
6153,29,M,CHINESE
6154,32,M,CHINESE
6155,28,F,CHINESE
6156,29,F,CHINESE
6157,22,M,CHINESE
6158,22,M,INDIAN
6159,26,F,CHINESE
6160,31,M,CHINESE
6161,41,M,CHINESE
6162,36,M,CHINESE
6163,30,F,MALAY
6164,23,F,MALAY
6165,23,M,CHINESE
6166,23,M,INDIAN
6167,35,F,CHINESE
6168,38,M,CHINESE
4331,41,M,CHINESE
4332,40,F,CHINESE
4333,27,F,CHINESE
4334,32,M,CHINESE
4335,39,F,CHINESE
4336,48,F,CHINESE
6171,37,F,CHINESE
6172,39,F,CHINESE
4337,35,M,CHINESE
4338,34,M,CHINESE
6173,24,F,CHINESE
6174,22,F,CHINESE
4345,38,M,CHINESE
4346,38,M,CHINESE
4347,18,M,CHINESE
4348,18,F,CHINESE
4349,24,F,INDIAN
4350,25,M,INDIAN
4351,25,M,CHINESE
4352,26,M,CHINESE
4353,37,M,CHINESE
4354,37,M,CHINESE
4355,19,F,CHINESE
4356,18,F,CHINESE
4357,32,F,CHINESE
4358,31,F,CHINESE
5505,25,F,CHINESE
5506,25,M,CHINESE
6179,40,F,CHINESE
6180,40,F,CHINESE
6181,33,F,MALAY
6182,30,F,MALAY
6185,20,F,CHINESE
6186,19,M,CHINESE
6187,33,F,INDIAN
6188,40,F,INDIAN
6189,24,F,CHINESE
6190,25,M,CHINESE
6303,31,F,CHINESE
6304,31,F,CHINESE
4545,30,F,CHINESE
4546,32,F,CHINESE
4547,46,F,CHINESE
4548,48,F,CHINESE
4549,23,M,CHINESE
4550,23,M,CHINESE
4551,24,M,CHINESE
4552,24,F,CHINESE
4553,37,F,CHINESE
4554,46,F,CHINESE
4555,18,F,CHINESE
4556,18,F,CHINESE
4557,52,F,CHINESE
4558,46,F,CHINESE
6301,32,M,CHINESE
6302,32,M,CHINESE
6305,19,M,CHINESE
6306,20,M,CHINESE
6307,23,F,INDIAN
6308,22,F,INDIAN
6309,19,F,CHINESE
6310,19,F,CHINESE
4359,47,F,CHINESE
4360,46,M,CHINESE
4361,24,F,CHINESE
4362,25,M,CHINESE
4363,23,M,CHINESE
4364,23,M,CHINESE
4365,58,F,CHINESE
4366,54,M,CHINESE
4367,23,F,CHINESE
4368,24,M,CHINESE
4369,21,M,CHINESE
4370,20,F,CHINESE
4371,31,F,CHINESE
4372,30,F,CHINESE
4373,23,F,CHINESE
4374,20,F,CHINESE
4375,25,F,CHINESE
4376,25,M,CHINESE
4377,20,M,INDIAN
4378,20,M,INDIAN
4379,34,F,INDIAN
4380,30,M,INDIAN
4381,35,F,CHINESE
4382,37,F,MALAY
6183,46,M,CHINESE
6184,46,M,CHINESE
6191,23,M,CHINESE
6192,22,F,CHINESE
6193,20,F,CHINESE
6194,18,F,CHINESE
6195,30,M,CHINESE
6196,29,F,CHINESE
6198,27,M,CHINESE
4383,31,F,CHINESE
4384,31,M,CHINESE
4385,37,F,CHINESE
4386,52,F,CHINESE
4387,30,F,CHINESE
4388,32,F,CHINESE
4391,23,M,CHINESE
4392,24,M,CHINESE
4393,26,M,CHINESE
4394,26,F,CHINESE
5509,22,M,CHINESE
5510,21,M,CHINESE
6201,35,M,CHINESE
6202,35,M,CHINESE
6203,19,M,MALAY
6204,18,F,CHINESE
6205,19,M,CHINESE
6206,20,M,CHINESE
6207,32,M,CHINESE
6208,37,M,CHINESE
6209,23,M,CHINESE
6210,23,F,CHINESE
6211,19,M,MALAY
6212,19,F,CHINESE
6213,26,F,INDIAN
6214,29,M,INDIAN
4395,22,M,CHINESE
4396,21,M,CHINESE
4397,30,F,CHINESE
4398,31,F,INDIAN
4399,20,M,CHINESE
4400,20,M,CHINESE
4401,33,F,CHINESE
4402,33,F,CHINESE
4403,28,F,CHINESE
4404,25,M,CHINESE
4405,49,M,CHINESE
4406,49,F,CHINESE
4407,31,M,CHINESE
4408,30,F,CHINESE
4409,52,F,CHINESE
4410,52,F,CHINESE
4411,49,F,CHINESE
4412,55,F,CHINESE
4413,32,M,CHINESE
4415,27,F,MALAY
4416,27,M,MALAY
6199,25,M,CHINESE
6200,25,F,CHINESE
6215,47,F,CHINESE
6216,50,M,CHINESE
6217,27,F,CHINESE
6218,28,M,CHINESE
6219,22,F,MALAY
6220,21,F,INDIAN
6221,23,M,CHINESE
6222,22,M,CHINESE
6223,25,M,CHINESE
6224,23,M,CHINESE
6225,22,F,CHINESE
6226,21,M,CHINESE
4417,49,F,CHINESE
4418,40,F,CHINESE
4419,33,M,CHINESE
4420,33,F,CHINESE
4421,23,M,CHINESE
4422,24,M,CHINESE
4423,24,M,CHINESE
4424,25,M,CHINESE
4425,32,M,CHINESE
4426,32,M,CHINESE
4427,29,M,MALAY
4428,30,M,MALAY
4429,27,F,CHINESE
4430,32,M,CHINESE
4431,25,M,MALAY
4432,22,F,MALAY
6227,22,M,INDIAN
6228,22,M,CHINESE
6229,54,F,CHINESE
6230,49,F,CHINESE
4433,26,M,CHINESE
4434,26,F,CHINESE
4435,47,F,CHINESE
4436,46,F,CHINESE
4437,44,F,CHINESE
4438,46,F,CHINESE
4439,18,M,CHINESE
4440,18,M,CHINESE
4441,20,F,INDIAN
4442,19,F,MALAY
4443,22,M,CHINESE
4444,22,F,CHINESE
4445,28,M,INDIAN
4446,29,M,INDIAN
4447,32,M,CHINESE
4448,31,M,CHINESE
6231,25,M,CHINESE
6232,25,F,CHINESE
6233,25,M,CHINESE
6234,25,M,CHINESE
6235,33,F,CHINESE
6236,39,M,CHINESE
6237,39,F,INDIAN
6238,38,M,INDIAN
6239,22,M,CHINESE
6240,23,M,CHINESE
6241,39,M,CHINESE
6242,43,M,CHINESE
4449,38,F,MALAY
4450,36,F,MALAY
4451,46,M,INDIAN
4452,56,F,INDIAN
6243,24,M,CHINESE
6244,24,M,CHINESE
6245,37,F,MALAY
6246,38,F,MALAY
4453,21,F,CHINESE
4454,22,F,CHINESE
4457,25,M,CHINESE
4458,25,M,CHINESE
4485,30,F,CHINESE
4486,29,F,CHINESE
6247,19,F,INDIAN
6248,22,F,INDIAN
6249,47,M,CHINESE
6250,52,M,CHINESE
6251,23,F,CHINESE
6252,25,M,CHINESE
6253,33,M,CHINESE
6254,39,M,CHINESE
6255,50,F,INDIAN
6256,61,M,INDIAN
6257,20,F,MALAY
6258,19,F,MALAY
6259,29,M,INDIAN
6260,27,F,CHINESE
6281,32,M,CHINESE
6282,35,M,CHINESE
4459,44,F,MALAY
4460,44,M,MALAY
4461,21,M,MALAY
4462,20,F,MALAY
4463,23,F,CHINESE
4464,22,M,CHINESE
4465,28,M,MALAY
4466,27,M,CHINESE
4467,26,M,CHINESE
4468,25,M,CHINESE
4469,27,F,MALAY
4470,27,F,CHINESE
4471,40,M,CHINESE
4472,42,M,CHINESE
6261,21,M,CHINESE
6262,21,M,CHINESE
6263,22,M,CHINESE
6264,21,M,CHINESE
6265,22,F,MALAY
6266,25,M,MALAY
6267,28,M,CHINESE
6268,27,F,CHINESE
6269,20,M,INDIAN
6270,20,M,INDIAN
6271,20,F,CHINESE
6272,23,F,CHINESE
6273,44,F,MALAY
6274,39,F,MALAY
4473,25,F,CHINESE
4474,27,M,CHINESE
4475,35,F,CHINESE
4476,36,F,CHINESE
4477,23,M,MALAY
4478,22,M,CHINESE
4479,24,M,CHINESE
4480,26,M,CHINESE
4481,32,M,MALAY
4482,26,M,MALAY
4483,26,F,INDIAN
4484,22,F,INDIAN
6275,35,F,CHINESE
6276,36,F,CHINESE
6277,51,M,INDIAN
6278,22,F,INDIAN
6279,23,M,CHINESE
6280,23,M,MALAY
6311,33,M,MALAY
6312,34,M,MALAY
6313,26,F,CHINESE
6314,30,M,CHINESE
6315,33,M,INDIAN
6316,35,F,INDIAN
4559,56,F,CHINESE
4560,40,F,CHINESE
4561,52,F,CHINESE
4562,44,F,CHINESE
4563,20,F,INDIAN
4564,22,F,INDIAN
4565,23,M,CHINESE
4566,23,M,CHINESE
4567,47,F,CHINESE
4568,52,F,CHINESE
4569,29,M,CHINESE
4570,28,F,CHINESE
4571,23,F,CHINESE
4572,24,F,CHINESE
6317,48,F,CHINESE
6318,48,M,CHINESE
6319,42,F,CHINESE
6320,41,F,CHINESE
6321,19,M,CHINESE
6322,19,M,CHINESE
6323,44,F,MALAY
6324,44,F,MALAY
6325,35,F,INDIAN
6326,36,F,INDIAN
6327,18,F,INDIAN
6328,19,M,INDIAN
6329,27,M,CHINESE
6330,35,F,INDIAN
6331,29,M,CHINESE
6332,19,M,CHINESE
6333,52,F,INDIAN
6334,53,M,INDIAN
4575,22,M,CHINESE
4576,22,M,CHINESE
4577,34,M,CHINESE
4578,22,F,CHINESE
4579,20,F,MALAY
4580,20,F,MALAY
4581,33,M,CHINESE
4582,34,M,CHINESE
4583,27,F,CHINESE
4584,27,F,CHINESE
4585,47,M,CHINESE
4586,51,F,CHINESE
4587,35,M,CHINESE
4588,39,F,CHINESE
4589,34,F,MALAY
4590,26,M,MALAY
6335,18,F,CHINESE
6336,18,F,CHINESE
6337,25,F,CHINESE
6338,32,F,CHINESE
6339,20,F,CHINESE
6340,20,M,CHINESE
6341,26,F,INDIAN
6342,25,M,INDIAN
4591,34,F,MALAY
4592,35,M,MALAY
4593,61,F,CHINESE
4594,61,F,CHINESE
4595,28,M,CHINESE
4596,28,F,CHINESE
4597,26,F,CHINESE
4598,24,F,CHINESE
6125,44,F,CHINESE
6126,40,F,CHINESE
6343,32,M,MALAY
6344,33,M,MALAY
6345,39,F,CHINESE
6346,38,M,CHINESE
4599,25,M,CHINESE
4600,23,M,CHINESE
4601,57,F,CHINESE
4602,64,F,CHINESE
4603,49,F,CHINESE
4604,54,M,INDIAN
4605,19,M,CHINESE
4606,18,M,CHINESE
6347,20,M,CHINESE
6348,20,M,CHINESE
6349,23,M,INDIAN
6350,26,M,INDIAN
4607,54,F,CHINESE
4608,57,F,CHINESE
6351,22,F,MALAY
6352,22,F,MALAY
6353,44,F,MALAY
6354,31,F,MALAY
6355,20,F,CHINESE
6356,19,F,CHINESE
6357,29,M,CHINESE
6358,27,F,CHINESE
6359,19,M,INDIAN
6360,20,M,INDIAN
4609,27,F,CHINESE
4610,21,M,CHINESE
6361,55,F,CHINESE
6362,49,F,CHINESE
6363,32,M,INDIAN
6364,25,F,CHINESE
6365,24,M,INDIAN
6366,23,M,INDIAN
4613,56,M,CHINESE
4614,54,M,CHINESE
4615,32,F,CHINESE
4616,34,F,CHINESE
4617,51,F,CHINESE
4618,29,F,CHINESE
4619,19,M,CHINESE
4620,19,M,CHINESE
4621,27,F,CHINESE
4622,35,F,CHINESE
4623,47,F,CHINESE
4624,47,F,CHINESE
4625,18,F,CHINESE
4626,19,F,CHINESE
6367,22,F,CHINESE
6368,24,F,CHINESE
6369,39,F,INDIAN
6370,64,F,INDIAN
6371,42,M,CHINESE
6372,43,M,CHINESE
6373,32,M,CHINESE
6374,27,F,CHINESE
6375,27,F,CHINESE
6376,36,F,CHINESE
6377,62,F,CHINESE
6378,63,F,CHINESE
6379,65,F,CHINESE
6380,35,F,CHINESE
6385,19,F,CHINESE
6386,19,F,CHINESE
4627,50,M,CHINESE
4628,52,M,CHINESE
4629,35,F,CHINESE
4630,43,F,CHINESE
6381,31,M,CHINESE
6382,30,F,CHINESE
6383,21,M,CHINESE
6384,20,M,CHINESE
6387,19,M,CHINESE
6388,20,M,CHINESE
6389,22,M,INDIAN
6390,21,M,INDIAN
4631,24,M,MALAY
4632,23,M,MALAY
4633,40,M,CHINESE
4634,32,F,CHINESE
4635,26,M,MALAY
4636,25,F,MALAY
4637,33,F,CHINESE
