speaker_id,age,gender,ethnicity
1010,27,F,CHINESE
1011,26,M,MALAY
1014,23,M,CHINESE
1015,23,M,CHINESE
1016,23,F,CHINESE
1017,23,M,CHINESE
1018,21,M,CHINESE
1019,20,F,CHINESE
1020,21,M,CHINESE
1021,22,M,CHINESE
1022,19,M,CHINESE
1023,19,M,CHINESE
1024,19,F,CHINESE
1025,22,M,CHINESE
1026,18,F,CHINESE
1027,18,F,CHINESE
1028,22,M,CHINESE
1029,23,M,CHINESE
1030,22,M,CHINESE
1031,23,F,CHINESE
1032,19,F,CHINESE
1033,21,M,CHINESE
1034,23,F,CHINESE
1035,26,M,CHINESE
1036,28,M,CHINESE
1037,28,M,CHINESE
1038,19,F,CHINESE
1039,22,F,CHINESE
1040,25,F,CHINESE
1041,22,F,CHINESE
1042,20,F,CHINESE
1043,20,F,CHINESE
1044,29,F,CHINESE
1045,29,F,CHINESE
1046,24,M,CHINESE
1047,22,F,CHINESE
1048,30,M,CHINESE
1049,26,F,CHINESE
1050,32,M,CHINESE
1051,32,M,CHINESE
1052,21,M,CHINESE
1053,21,M,CHINESE
1054,21,M,CHINESE
1055,21,M,CHINESE
1056,21,F,CHINESE
1057,23,M,CHINESE
1058,20,M,CHINESE
1059,21,M,CHINESE
1060,19,F,CHINESE
1061,20,M,CHINESE
1062,23,F,CHINESE
1063,23,F,CHINESE
1064,18,M,CHINESE
1065,19,F,CHINESE
1066,36,M,CHINESE
1067,39,M,CHINESE
1068,27,M,CHINESE
1069,23,F,CHINESE
1070,25,M,CHINESE
1071,24,M,CHINESE
1072,23,M,CHINESE
1073,21,F,CHINESE
1074,20,F,CHINESE
1075,20,F,CHINESE
1076,23,M,CHINESE
1077,23,M,CHINESE
1078,23,F,CHINESE
1079,21,F,CHINESE
1080,25,F,CHINESE
1081,25,F,CHINESE
1082,22,M,CHINESE
1083,20,F,CHINESE
1084,22,M,CHINESE
1085,23,F,CHINESE
1086,19,F,CHINESE
1087,19,F,CHINESE
1088,46,M,CHINESE
1089,30,F,CHINESE
1090,19,F,CHINESE
1091,24,F,CHINESE
1092,30,M,CHINESE
1093,31,F,CHINESE
1094,21,F,CHINESE
1095,21,F,CHINESE
1096,21,F,CHINESE
1097,21,F,CHINESE
1098,19,F,CHINESE
1099,47,F,CHINESE
1100,25,F,CHINESE
1101,25,F,CHINESE
1102,21,F,CHINESE
1103,21,F,CHINESE
1104,19,F,CHINESE
1105,21,M,CHINESE
1106,22,F,CHINESE
1107,23,F,CHINESE
1108,19,F,CHINESE
1109,19,M,CHINESE
1112,20,M,CHINESE
1113,21,F,CHINESE
1118,25,F,CHINESE
1119,22,F,CHINESE
1124,22,F,CHINESE
1125,23,F,CHINESE
1130,21,F,MALAY
1131,21,M,MALAY
1134,23,F,INDIAN
1135,23,F,INDIAN
1136,23,F,INDIAN
1137,28,F,INDIAN
1140,20,F,INDIAN
1141,20,F,INDIAN
